phone,phone_status,account_status,account_type,customer_id,bank_name,routing,swift,bank_type,branch_name,branch_address,branch_phone,account_state,account_city,full_name,first_name,middle_name,last_name,email,occupation,address,carrier,line_type,interest_rate,min_balance,monthly_fee,caller_firstname,caller_middlename,caller_lastname,caller_fullname
+16106889121,VALID,ACTIVE,CD,AMERICAN-CUST-UNO9-AHTKJD,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Annie Reed,Annie,,Reed,emmasmith91.cloud@gmail.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Annie,,Reed,Annie Reed
+19799463393,UNKNOWN,INVALID,CD,AMERICAN-CUST-B1U0-UHJTRZ,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Denise Kelly,Denise,,Kelly,chrissmith30_846@yahoo.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Denise,,Kelly,Denise Kelly
+17134836391,VALID,ACTIVE,CD,AMERICAN-CUST-UDD5-0LJLJD,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Philip Howard,Philip,,Howard,johndavis23_960@outlook.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Philip,,Howard,Philip Howard
+14426463637,UNKNOWN,CLOSED,CD,AMERICAN-CUST-LUQH-UVGJ8X,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Joe Cruz,Joe,,Cruz,sarahbrown92_947@outlook.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Joe,,Cruz,Joe Cruz
+13518606250,UNKNOWN,PENDING,CD,AMERICAN-CUST-LYPL-4ECT5I,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Bobby Long,Bobby,,Long,emmamiller73_640@hotmail.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Bobby,,Long,Bobby Long
+17194862437,VALID,ACTIVE,CD,AMERICAN-CUST-TEAI-A1BQYP,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Andrew Lee,Andrew,,Lee,ryanwilliams52.inbox@outlook.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Andrew,,Lee,Andrew Lee
+14589659833,VALID,ACTIVE,CD,AMERICAN-CUST-AFRO-5UW6TY,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Adam Morgan,Adam,,Morgan,sarahsmith66@hotmail.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Adam,,Morgan,Adam Morgan
+18175204103,VALID,ACTIVE,CD,AMERICAN-CUST-I9VR-NYACKV,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Sean Cruz,Sean,,Cruz,alexjones95.tech@hotmail.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Sean,,Cruz,Sean Cruz
+13168671578,VALID,ACTIVE,CD,AMERICAN-CUST-SYYU-1WCAGY,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,Amber Ward,Amber,,Ward,mikedavis45.fast@protonmail.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,Amber,,Ward,Amber Ward
+13135818849,VALID,ACTIVE,CD,AMERICAN-CUST-5HRJ-WQLNNX,American First Credit Union,021407913,AFCUUS33,Credit Union,America First Credit Union - Ogden,"PO Box 9199, Ogden, UT 84409",801-309-8000,UT,Ogden,James Matthew Thomas,James,Matthew,Thomas,davidgarcia34.tech@protonmail.com,Engineer,"123 Main St, City, ST 12345",Unknown,Unknown,3.50%,"$1,000",$0,James,Matthew,Thomas,James Matthew Thomas
